city,song,song_id,release_date,peak_date,peak_streams,peak_listeners,weeks_to_peak,weeks_to_adopt,is_still_growing,peaked_first_week,total_streams
Columbia,Althea,1748029276,2024-06-21,2024-07-05,2,1,2.0,2.0,False,False,3
Dayton,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Dayton,Althea,1748029276,2024-06-21,2024-06-28,2,2,1.0,1.0,False,False,4
Düsseldorf,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,3
Düsseldorf,Althea,1748029276,2024-06-21,2024-06-28,2,1,1.0,0.0,False,False,5
Eau Claire,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Eugene,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Fremont,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Fremont,Althea,1748029276,2024-06-21,2024-06-28,2,1,1.0,1.0,False,False,4
Fukuoka,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Glenwood Springs,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Havelock,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Helena,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Johnstown,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Johnstown,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Kalispell,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Kalispell,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Lancaster,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,2
Lancaster,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Lincoln,That Thing,1807227251,2025-03-21,2025-03-21,2,1,0.0,0.0,False,True,2
Lincoln,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Linz,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Linz,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Little Rock,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Little Rock,That Thing,1807227251,2025-03-21,2025-03-28,1,0,1.0,1.0,False,False,1
Lynchburg,That Thing,1807227251,2025-03-21,2025-03-28,1,0,1.0,1.0,False,False,1
Monterrey,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Monterrey,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
New Orleans,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,2
New Orleans,Althea,1748029276,2024-06-21,2024-06-28,13,10,1.0,0.0,False,False,22
New Orleans,Breaking Me Down,1807227249,2025-04-25,2025-05-09,1,1,2.0,2.0,False,False,1
Newport News,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Newport News,Althea,1748029276,2024-06-21,2024-08-23,1,1,9.0,9.0,False,False,1
Ogden,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Ogden,Althea,1748029276,2024-06-21,2024-06-28,3,2,,0.0,True,False,4
Olean,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Oshawa,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Penticton,That Thing,1807227251,2025-03-21,2025-03-21,2,2,0.0,0.0,False,True,2
Portsmouth,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Prince George,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Redding,That Thing,1807227251,2025-03-21,2025-05-02,1,1,6.0,6.0,False,False,1
Regina,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,2
Regina,Althea,1748029276,2024-06-21,2024-07-05,1,1,,2.0,True,False,1
Rock Hill,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,2
Rodez,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Sandpoint,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Sapporo,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Saskatoon,That Thing,1807227251,2025-03-21,2025-03-21,2,1,0.0,0.0,False,True,2
Star Valley Ranch,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Stonecrest,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Taipei,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,2
Taipei,Althea,1748029276,2024-06-21,2024-06-28,4,3,1.0,0.0,False,False,11
Tallinn,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Tallinn,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
The Woodlands,That Thing,1807227251,2025-03-21,2025-03-21,2,1,0.0,0.0,False,True,3
The Woodlands,Breaking Me Down,1807227249,2025-04-25,2025-04-25,2,1,0.0,0.0,False,True,2
The Woodlands,Althea,1748029276,2024-06-21,2024-07-05,1,1,,2.0,True,False,1
Traverse City,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Tucson,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Tulsa,That Thing,1807227251,2025-03-21,2025-03-21,4,4,0.0,0.0,False,True,4
Tulsa,Althea,1748029276,2024-06-21,2024-06-28,9,7,1.0,0.0,False,False,17
Victoria,That Thing,1807227251,2025-03-21,2025-03-21,3,3,0.0,0.0,False,True,4
Watertown,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Waukesha,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Wausau,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Tel Aviv,Althea,1748029276,2024-06-21,2024-06-21,2,2,0.0,0.0,False,True,4
Greenville,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Greenville,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,1,1.0,1.0,False,False,1
Hong Kong,What Home Is,1711474234,2023-11-10,2023-11-10,1,0,0.0,0.0,False,True,1
Hong Kong,Cycles,1711474233,2023-11-10,2023-11-10,1,1,0.0,0.0,False,True,1
Hong Kong,Kid,1711474235,2023-11-10,2023-11-10,1,1,0.0,0.0,False,True,1
Hong Kong,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,1,1.0,1.0,False,False,1
Hong Kong,Althea,1748029276,2024-06-21,2024-06-28,2,2,,1.0,True,False,2
Mexico City,What Home Is,1711474234,2023-11-10,2023-11-10,1,0,0.0,0.0,False,True,1
Mexico City,Cycles,1711474233,2023-11-10,2023-11-10,1,1,0.0,0.0,False,True,1
Mexico City,Kid,1711474235,2023-11-10,2023-11-10,1,1,0.0,0.0,False,True,1
Mexico City,Althea,1748029276,2024-06-21,2024-07-05,3,3,2.0,0.0,False,False,8
Mexico City,Crash,1711474239,2023-11-10,2023-11-10,1,1,0.0,0.0,False,True,1
Mexico City,All In,1711474237,2023-11-10,2023-11-10,1,1,0.0,0.0,False,True,1
Mexico City,Holding On,1711474240,2023-11-10,2023-11-10,1,1,0.0,0.0,False,True,1
Venice,What Home Is,1711474234,2023-11-10,2023-11-10,1,0,0.0,0.0,False,True,1
Venice,Cycles,1711474233,2023-11-10,2023-11-10,1,1,0.0,0.0,False,True,1
Venice,Kid,1711474235,2023-11-10,2023-11-10,1,1,0.0,0.0,False,True,1
Moncton,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Wenatchee,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Winston-Salem,That Thing,1807227251,2025-03-21,2025-03-21,1,1,0.0,0.0,False,True,1
Durango,Cycles,1711474233,2023-11-10,2023-11-10,2,1,0.0,0.0,False,True,2
Durango,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Fort Collins,Cycles,1711474233,2023-11-10,2023-11-10,1,1,0.0,0.0,False,True,1
Fort Collins,Althea,1748029276,2024-06-21,2024-06-21,3,3,0.0,0.0,False,True,5
Mumbai,That Thing,1807227251,2025-03-21,2025-04-11,2,2,3.0,3.0,False,False,2
Elkhart,Holding On,1711474240,2023-11-10,2023-11-10,2,1,0.0,0.0,False,True,3
Hammond,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,1.0,False,False,3
Hammond,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Hammond,Holding On,1711474240,2023-11-10,2023-11-10,1,1,0.0,0.0,False,True,1
Lafayette,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Lafayette,Holding On,1711474240,2023-11-10,2023-11-10,1,1,0.0,0.0,False,True,1
Stockton,Althea,1748029276,2024-06-21,2024-09-13,1,1,,12.0,True,False,1
Kyiv,Althea,1748029276,2024-06-21,2024-06-21,2,2,0.0,0.0,False,True,3
Kyiv,That Thing,1807227251,2025-03-21,2025-04-11,2,1,3.0,3.0,False,False,2
Bangkok,Althea,1748029276,2024-06-21,2024-06-28,2,2,1.0,1.0,False,False,4
Bangkok,That Thing,1807227251,2025-03-21,2025-05-02,1,1,6.0,6.0,False,False,1
Honolulu,Althea,1748029276,2024-06-21,2024-06-28,4,3,1.0,0.0,False,False,8
Marseille,Althea,1748029276,2024-06-21,2024-07-05,2,2,2.0,2.0,False,False,2
Prague,Althea,1748029276,2024-06-21,2024-07-19,1,1,4.0,0.0,False,False,4
Prague,That Thing,1807227251,2025-03-21,2025-04-25,1,1,5.0,5.0,False,False,1
Castle Rock,Crash,1711474239,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Castle Rock,What Home Is,1711474234,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Castle Rock,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Castle Rock,Easy,1711474241,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Castle Rock,The Way That It Was,1711474242,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Castle Rock,All In,1711474237,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Castle Rock,Cycles,1711474233,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Castle Rock,Slipping Away,1711474243,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Castle Rock,Holding On,1711474240,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Castle Rock,Kid,1711474235,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Danbury,Cycles,1711474233,2023-11-10,2023-11-10,0,0,,,True,False,0
Danbury,What Home Is,1711474234,2023-11-10,2023-11-10,0,0,,,True,False,0
Montrose,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Beijing,Althea,1748029276,2024-06-21,2024-07-12,12,11,3.0,0.0,False,False,24
Shanghai,Althea,1748029276,2024-06-21,2024-07-12,7,5,3.0,2.0,False,False,9
Guangzhou,Althea,1748029276,2024-06-21,2024-07-12,3,3,3.0,1.0,False,False,6
Nanjing,Althea,1748029276,2024-06-21,2024-07-12,2,2,3.0,0.0,False,False,4
New Haven,Althea,1748029276,2024-06-21,2024-07-19,2,2,4.0,1.0,False,False,9
New Haven,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
San Juan,Althea,1748029276,2024-06-21,2024-07-12,2,2,3.0,3.0,False,False,2
Warsaw,Althea,1748029276,2024-06-21,2024-07-12,2,2,3.0,0.0,False,False,3
Warsaw,Breaking Me Down,1807227249,2025-04-25,2025-05-09,4,1,2.0,2.0,False,False,4
Aberdeen,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Albany,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,3
Athens,Althea,1748029276,2024-06-21,2024-07-05,2,1,2.0,1.0,False,False,4
Auburn,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,4
Bozeman,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Bridgewater,Althea,1748029276,2024-06-21,2024-06-28,6,2,1.0,0.0,False,False,9
Bristol,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,1.0,False,False,2
Budapest,Althea,1748029276,2024-06-21,2024-06-21,3,3,0.0,0.0,False,True,7
Busan,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,2.0,False,False,2
Coos Bay,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Dale City,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,1.0,False,False,2
Edison,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,2.0,False,False,2
Edison,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,1,1.0,1.0,False,False,1
Elgin,Althea,1748029276,2024-06-21,2024-08-02,2,1,6.0,1.0,False,False,4
Guadalajara,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,2.0,False,False,2
Guayaquil,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Hamburg,Althea,1748029276,2024-06-21,2024-06-21,3,3,0.0,0.0,False,True,4
Hangzhou,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Hanoi,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Hanoi,That Thing,1807227251,2025-03-21,2025-04-11,2,1,3.0,3.0,False,False,2
Hawthorne,Althea,1748029276,2024-06-21,2024-06-28,5,3,1.0,1.0,False,False,7
Istanbul,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Janesville,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Kuala Lumpur,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Lebanon,Althea,1748029276,2024-06-21,2024-06-28,2,1,1.0,1.0,False,False,3
Lima,Althea,1748029276,2024-06-21,2024-07-26,3,1,5.0,0.0,False,False,10
Manchester,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Manchester,That Thing,1807227251,2025-03-21,2025-04-11,3,1,3.0,2.0,False,False,4
Mililani Town,Althea,1748029276,2024-06-21,2024-06-28,3,2,1.0,0.0,False,False,6
Moscow,Althea,1748029276,2024-06-21,2024-08-02,1,1,6.0,2.0,False,False,3
Muscatine,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Newbury,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,1.0,False,False,3
Olomouc,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Oslo,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,2.0,False,False,2
Providence,Althea,1748029276,2024-06-21,2024-06-21,2,2,0.0,0.0,False,True,4
Reno,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Riga,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Riyadh,Althea,1748029276,2024-06-21,2024-06-28,2,1,1.0,1.0,False,False,3
Rockford,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,2.0,False,False,2
Sofia,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Spartanburg,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Standish,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Toledo,Althea,1748029276,2024-06-21,2024-07-05,4,4,2.0,0.0,False,False,9
Ystad,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Zagreb,Althea,1748029276,2024-06-21,2024-07-12,1,1,3.0,3.0,False,False,1
Alexandria,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Anderson,Althea,1748029276,2024-06-21,2024-07-05,1,0,2.0,2.0,False,False,1
Aspen,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Astoria,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Barcelona,Althea,1748029276,2024-06-21,2024-07-05,4,1,2.0,2.0,False,False,4
Bay City,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Boone,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Brunswick,The Way That It Was,1711474242,2023-11-10,2023-12-22,1,0,6.0,6.0,False,False,1
Brunswick,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Buenos Aires,Althea,1748029276,2024-06-21,2024-07-05,2,2,2.0,2.0,False,False,2
Colombo,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Copenhagen,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Courtenay,Althea,1748029276,2024-06-21,2024-07-05,2,1,2.0,2.0,False,False,2
Deyang,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
East Pensacola Heights,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
El Paso,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Evansville,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Fairmont,Althea,1748029276,2024-06-21,2024-07-12,1,0,3.0,3.0,False,False,1
Fresno,Althea,1748029276,2024-06-21,2024-07-05,4,2,2.0,0.0,False,False,7
Granby,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Greater Sudbury,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Hamilton,Althea,1748029276,2024-06-21,2024-07-05,2,1,2.0,2.0,False,False,4
Hamilton,That Thing,1807227251,2025-03-21,2025-05-16,1,0,,8.0,True,False,1
Harrisburg,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,1.0,False,False,2
Huntersville,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Jackson,That Thing,1807227251,2025-03-21,2025-04-11,2,1,3.0,3.0,False,False,2
Jackson,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,3
Jinan,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Kraków,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Kuwait City,Althea,1748029276,2024-06-21,2024-07-05,2,1,2.0,2.0,False,False,2
Lewes,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Linhai,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Lyon,Breaking Me Down,1807227249,2025-04-25,2025-05-09,1,1,2.0,2.0,False,False,1
Lyon,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Manistee,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Munich,Althea,1748029276,2024-06-21,2024-06-28,2,2,1.0,1.0,False,False,3
Nagu,Althea,1748029276,2024-06-21,2024-07-05,1,1,2.0,2.0,False,False,1
Topeka,Crash,1711474239,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Topeka,Althea,1748029276,2024-06-21,2024-07-26,2,1,5.0,4.0,False,False,3
Topeka,Easy,1711474241,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Topeka,The Way That It Was,1711474242,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Topeka,All In,1711474237,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Topeka,What Home Is,1711474234,2023-11-10,2023-12-08,1,0,4.0,4.0,False,False,1
Topeka,Cycles,1711474233,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Topeka,Slipping Away,1711474243,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Topeka,Holding On,1711474240,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Topeka,Kid,1711474235,2023-11-10,2023-12-08,1,1,4.0,4.0,False,False,1
Georgetown,Althea,1748029276,2024-06-21,2024-07-26,1,1,5.0,5.0,False,False,1
Ames,Althea,1748029276,2024-06-21,2024-07-19,1,1,4.0,4.0,False,False,1
Concord,Althea,1748029276,2024-06-21,2024-06-21,2,2,0.0,0.0,False,True,4
Sturgis,Althea,1748029276,2024-06-21,2024-07-19,1,1,4.0,4.0,False,False,1
Selma,That Thing,1807227251,2025-03-21,2025-05-09,1,1,7.0,7.0,False,False,1
Bunbury,That Thing,1807227251,2025-03-21,2025-05-02,1,1,6.0,6.0,False,False,1
Bunbury,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,1,1.0,1.0,False,False,1
Nanaimo,That Thing,1807227251,2025-03-21,2025-04-25,1,1,5.0,5.0,False,False,1
Victorville,Breaking Me Down,1807227249,2025-04-25,2025-04-25,1,1,0.0,0.0,False,True,1
Victorville,That Thing,1807227251,2025-03-21,2025-04-25,1,1,5.0,5.0,False,False,1
Waldorf,That Thing,1807227251,2025-03-21,2025-04-25,1,1,5.0,5.0,False,False,1
Brussels,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Brussels,That Thing,1807227251,2025-03-21,2025-05-16,1,1,,8.0,True,False,1
Winnipeg,That Thing,1807227251,2025-03-21,2025-04-04,1,1,2.0,2.0,False,False,2
Winnipeg,Althea,1748029276,2024-06-21,2024-07-05,7,5,,1.0,True,False,11
Perth,Breaking Me Down,1807227249,2025-04-25,2025-05-02,1,1,1.0,1.0,False,False,1
Perth,Althea,1748029276,2024-06-21,2024-06-28,2,2,1.0,1.0,False,False,5
San José,Althea,1748029276,2024-06-21,2024-07-05,4,2,,2.0,True,False,4
Singapore,Althea,1748029276,2024-06-21,2024-06-28,2,2,1.0,1.0,False,False,4
Osage Beach,Althea,1748029276,2024-06-21,2024-07-05,1,1,,2.0,True,False,1
Palembang,Althea,1748029276,2024-06-21,2024-07-05,1,1,,2.0,True,False,1
Pottstown,Althea,1748029276,2024-06-21,2024-07-05,1,1,,2.0,True,False,1
Riverside,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Riverside,Althea,1748029276,2024-06-21,2024-06-21,3,3,0.0,0.0,False,True,4
Saint Joseph,Althea,1748029276,2024-06-21,2024-07-05,1,1,,2.0,True,False,1
Shijiazhuang,Althea,1748029276,2024-06-21,2024-07-05,1,1,,2.0,True,False,1
Sioux Falls,Althea,1748029276,2024-06-21,2024-06-21,1,1,0.0,0.0,False,True,2
Stamford,Cycles,1711474233,2023-11-10,2023-12-01,1,1,3.0,2.0,False,False,2
Stamford,Kid,1711474235,2023-11-10,2023-12-01,1,1,3.0,3.0,False,False,1
Stamford,Althea,1748029276,2024-06-21,2024-06-28,5,2,1.0,1.0,False,False,6
Swindon,Althea,1748029276,2024-06-21,2024-07-05,1,1,,2.0,True,False,1
Tembisa,Althea,1748029276,2024-06-21,2024-07-05,1,1,,2.0,True,False,1
Trois-Rivières,Althea,1748029276,2024-06-21,2024-07-05,1,1,,2.0,True,False,1
Urbana,Althea,1748029276,2024-06-21,2024-07-05,2,1,,2.0,True,False,2
Waterford,Althea,1748029276,2024-06-21,2024-07-05,2,1,,2.0,True,False,2
West Torrington,Althea,1748029276,2024-06-21,2024-07-05,1,1,,2.0,True,False,1
Wuhan,Althea,1748029276,2024-06-21,2024-07-05,1,1,,2.0,True,False,1
Allegan,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,1.0,False,False,1
Amery,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,1.0,False,False,1
Atlantic City,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,1.0,False,False,1
Bowie,Althea,1748029276,2024-06-21,2024-06-28,1,1,1.0,1.0,False,False,1
Brandon,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Brattleboro,Althea,1748029276,2024-06-21,2024-06-28,2,2,,1.0,True,False,2
Katowice,Cycles,1711474233,2023-11-10,2024-01-26,1,1,11.0,11.0,False,False,1
Katowice,Althea,1748029276,2024-06-21,2024-06-28,1,1,,1.0,True,False,1
Carmel,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Carmel,Breaking Me Down,1807227249,2025-04-25,2025-05-16,1,1,,3.0,True,False,1
Cheonan,Breaking Me Down,1807227249,2025-04-25,2025-05-09,1,1,2.0,2.0,False,False,1
Middletown,Breaking Me Down,1807227249,2025-04-25,2025-05-09,1,1,2.0,2.0,False,False,1
Perm,Breaking Me Down,1807227249,2025-04-25,2025-05-09,1,1,2.0,2.0,False,False,1
Belfast,That Thing,1807227251,2025-03-21,2025-04-04,1,1,2.0,2.0,False,False,1
Morgantown,That Thing,1807227251,2025-03-21,2025-04-04,1,1,2.0,2.0,False,False,1
Pécs,That Thing,1807227251,2025-03-21,2025-04-04,1,1,2.0,2.0,False,False,1
Manila,Althea,1748029276,2024-06-21,2024-08-16,1,1,8.0,8.0,False,False,1
Benoni,That Thing,1807227251,2025-03-21,2025-04-18,5,1,4.0,4.0,False,False,5
Biel/Bienne,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Bismarck,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Blacksburg,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Bologna,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Bonanza,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Fort Lauderdale,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Fort Lauderdale,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Johnson City,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Johnson City,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Lewiston,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Queensbury,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Quimper,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Rexburg,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Santa Fe,That Thing,1807227251,2025-03-21,2025-04-18,1,1,4.0,4.0,False,False,1
Santa Fe,Althea,1748029276,2024-06-21,2024-06-21,1,1,,0.0,True,False,1
Tauranga,That Thing,1807227251,2025-03-21,2025-04-18,1,0,4.0,4.0,False,False,1
The Villages,That Thing,1807227251,2025-03-21,2025-04-18,2,0,4.0,4.0,False,False,2
Durham,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Durham,Althea,1748029276,2024-06-21,2024-06-28,2,1,,1.0,True,False,2
Elche,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
Fort Madison,That Thing,1807227251,2025-03-21,2025-04-11,1,1,3.0,3.0,False,False,1
